solar,hum,rain,press,temp,count
2.956,85.3,0.0,1011.0,4.775,nan
3.664,85.5,0.0,1011.0,4.682,nan
3.151,86.4,0.0,1010.0,4.285,nan
2.361,84.2,0.0,1010.0,4.48,nan
2.518,83.8,0.0,1010.0,4.589,nan
2.487,83.4,0.0,1010.0,4.57,nan
2.373,82.9,0.0,1010.0,4.688,nan
3.412,85.1,0.0,1010.0,4.289,nan
2.866,85.8,0.0,1010.0,4.114,nan
2.139,85.3,0.0,1010.0,4.309,nan
1.995,83.9,0.0,1010.0,4.523,nan
2.014,83.6,0.0,1010.0,4.655,nan
2.078,82.8,0.0,1009.0,4.836,nan
3.425,83.6,0.0,1009.0,4.812,nan
3.528,83.7,0.0,1009.0,4.626,nan
2.213,84.3,0.0,1009.0,4.565,nan
1.789,81.8,0.0,1009.0,5.002,nan
2.386,80.9,0.0,1009.0,5.272,nan
2.363,80.6,0.0,1009.0,5.339,nan
2.515,80.1,0.0,1009.0,5.348,nan
3.125,80.2,0.0,1009.0,5.256,nan
2.56,78.74,0.0,1009.0,5.332,nan
2.36,79.38,0.0,1009.0,5.384,nan
2.561,80.4,0.0,1009.0,5.441,nan
2.709,81.5,0.0,1008.0,5.53,nan
3.546,82.0,0.0,1008.0,5.356,nan
3.854,84.2,0.2,1008.0,5.182,nan
3.62,84.6,0.0,1008.0,4.798,nan
2.4,84.2,0.0,1008.0,4.737,nan
2.216,82.7,0.0,1008.0,4.936,nan
3.352,82.2,0.0,1008.0,4.876,nan
3.507,83.1,0.0,1008.0,4.649,nan
3.175,82.7,0.0,1008.0,4.289,nan
2.351,82.3,0.0,1008.0,4.356,nan
1.629,82.8,0.0,1008.0,4.651,nan
2.798,82.8,0.0,1008.0,4.783,nan
4.553,81.7,0.0,1008.0,5.03,nan
8.29,79.89,0.0,1007.0,5.215,nan
10.59,79.48,0.0,1007.0,5.125,nan
29.27,79.52,0.0,1007.0,5.133,nan
32.4,78.94,0.0,1007.0,5.063,nan
46.37,78.94,0.0,1007.0,5.162,nan
64.86,80.2,0.0,1007.0,5.4,nan
94.3,78.46,0.0,1007.0,5.667,nan
65.92,78.83,0.0,1007.0,5.715,nan
89.8,78.12,0.0,1007.0,5.757,nan
152.8,78.39,0.0,1007.0,5.757,nan
98.6,76.35,0.0,1006.0,6.003,nan
80.1,76.15,0.0,1006.0,6.164,nan
177.6,77.57,0.0,1006.0,6.181,nan
223.3,77.56,0.0,1006.0,6.558,nan
219.0,77.49,0.0,1006.0,6.588,nan
228.0,74.03,0.0,1005.0,6.62,nan
288.4,73.86,0.0,1005.0,6.851,nan
291.9,74.09,0.0,1005.0,7.06,nan
254.4,73.42,0.0,1004.0,6.905,nan
310.5,73.08,0.0,1004.0,7.004,nan
193.5,74.3,0.0,1004.0,6.596,nan
162.2,74.87,0.0,1004.0,6.252,nan
226.6,74.57,0.0,1004.0,6.549,nan
242.0,74.1,0.0,1004.0,6.783,nan
80.2,75.76,0.0,1003.0,6.754,nan
120.9,75.51,0.0,1003.0,6.42,nan
70.91,73.62,0.0,1003.0,6.563,nan
60.07,70.9,0.0,1003.0,6.427,nan
84.6,72.53,0.0,1003.0,6.348,nan
123.3,74.3,0.0,1003.0,6.587,nan
91.8,78.37,0.0,1003.0,6.513,nan
77.34,80.2,0.0,1002.0,6.081,nan
57.99,80.1,0.0,1002.0,6.02,nan
26.14,84.6,0.2,1002.0,6.016,nan
42.22,83.8,0.0,1002.0,5.627,nan
51.16,84.0,0.0,1002.0,4.945,nan
37.75,82.9,0.0,1002.0,5.151,nan
23.51,83.0,0.0,1002.0,5.317,nan
18.12,83.9,0.0,1001.0,5.362,nan
10.9,84.3,0.0,1001.0,5.182,nan
5.347,81.6,0.0,1001.0,5.196,nan
3.555,81.7,0.0,1001.0,5.191,nan
3.482,82.3,0.0,1001.0,5.168,nan
3.648,83.9,0.0,1001.0,5.068,nan
2.954,84.1,0.0,1001.0,4.983,nan
2.55,82.0,0.0,1001.0,4.997,nan
2.689,82.5,0.0,1001.0,5.078,nan
3.018,82.2,0.0,1001.0,5.047,nan
2.534,83.4,0.0,1001.0,5.051,nan
2.546,83.1,0.2,1001.0,5.156,nan
3.086,83.5,0.0,1001.0,4.913,nan
2.922,82.5,0.0,1001.0,4.823,nan
3.254,83.7,0.0,1001.0,4.673,nan
2.855,83.7,0.0,1001.0,4.62,nan
3.482,84.3,0.0,1001.0,4.445,nan
2.184,83.2,0.0,1001.0,4.684,nan
2.542,82.9,0.0,1001.0,4.707,nan
2.935,82.9,0.0,1001.0,4.712,nan
2.329,81.5,0.0,1001.0,4.731,nan
2.611,83.5,0.0,1001.0,4.74,nan
2.467,83.9,0.0,1001.0,4.627,nan
2.205,82.9,0.0,1001.0,4.779,nan
2.456,83.4,0.0,1001.0,4.891,nan
2.649,81.8,0.0,1001.0,4.867,nan
2.547,81.3,0.0,1001.0,4.993,nan
2.674,81.6,0.0,1001.0,5.007,nan
3.138,81.7,0.0,1000.0,4.981,nan
3.203,80.5,0.0,1000.0,4.908,nan
2.841,80.8,0.0,1000.0,4.973,nan
2.741,80.8,0.0,1000.0,4.969,nan
2.551,81.6,0.0,1000.0,4.983,nan
2.696,81.8,0.0,1000.0,5.007,nan
2.896,83.2,0.0,1000.0,5.002,nan
3.11,83.8,0.0,1000.0,4.893,nan
2.701,84.4,0.0,1000.0,4.883,nan
3.056,86.6,0.0,999.0,4.911,nan
3.064,87.0,0.0,999.0,4.893,nan
2.833,86.9,0.0,999.0,4.855,nan
3.461,87.9,0.0,999.0,4.784,nan
3.235,87.7,0.0,999.0,4.699,nan
2.881,88.1,0.0,998.0,4.574,nan
2.308,88.1,0.0,998.0,4.607,nan
2.295,87.3,0.0,998.0,4.847,nan
2.907,87.6,0.0,998.0,4.903,nan
3.284,88.1,0.2,998.0,4.853,nan
3.074,88.7,0.0,997.0,4.814,nan
2.953,89.7,0.0,997.0,4.744,nan
2.879,90.3,0.2,997.0,4.715,nan
3.311,90.4,0.0,997.0,4.635,nan
3.133,90.4,0.0,997.0,4.613,nan
2.833,91.2,0.2,997.0,4.496,nan
3.276,89.2,0.0,997.0,4.435,nan
3.681,88.3,0.0,997.0,4.255,nan
3.743,87.6,0.0,997.0,4.004,nan
3.659,88.6,0.0,997.0,3.881,nan
3.315,90.0,0.0,997.0,3.411,nan
2.995,90.2,0.0,996.0,3.378,nan
2.906,89.7,0.0,996.0,3.302,nan
2.818,89.1,0.0,996.0,3.264,nan
2.699,88.3,0.0,996.0,3.288,nan
2.91,89.2,0.0,996.0,3.189,nan
3.431,89.4,0.0,996.0,3.046,nan
3.189,89.4,0.0,996.0,2.975,nan
3.027,89.9,0.0,996.0,2.916,nan
3.395,90.1,0.0,996.0,2.832,nan
2.509,89.5,0.0,996.0,2.732,nan
2.494,89.2,0.0,996.0,2.78,nan
2.557,89.9,0.0,996.0,2.87,nan
1.79,87.7,0.0,996.0,3.089,nan
2.575,86.9,0.0,996.0,3.363,nan
3.202,87.3,0.0,996.0,3.119,nan
2.819,88.3,0.0,996.0,3.02,nan
3.209,88.8,0.0,996.0,2.983,nan
2.765,88.8,0.0,997.0,2.931,nan
2.61,89.2,0.0,997.0,2.932,nan
2.372,88.6,0.0,997.0,3.193,nan
2.543,88.0,0.0,997.0,3.288,nan
3.548,88.4,0.0,997.0,3.259,nan
4.122,88.8,0.0,997.0,3.201,nan
5.413,88.9,0.0,998.0,3.111,nan
4.032,88.7,0.0,998.0,3.435,nan
6.285,89.0,0.0,998.0,3.658,nan
19.72,88.5,0.0,998.0,3.749,nan
26.53,87.8,0.0,998.0,3.752,nan
25.23,86.5,0.0,999.0,3.873,nan
26.55,85.7,0.0,999.0,3.943,nan
21.92,86.3,0.0,999.0,4.038,nan
13.46,86.8,0.0,999.0,4.047,nan
10.81,88.0,0.0,999.0,4.043,nan
12.8,89.7,0.2,1000.0,3.976,nan
10.81,92.4,0.2,1000.0,3.648,nan
10.72,92.6,0.6,1000.0,3.296,nan
9.05,93.5,0.6,1000.0,2.836,nan
23.45,93.9,0.4,1000.0,2.5,nan
70.6,93.8,0.2,1000.0,2.629,nan
124.0,93.5,0.0,1001.0,2.996,nan
152.3,91.2,0.0,1001.0,3.256,nan
144.7,88.5,0.0,1001.0,3.771,nan
211.0,86.7,0.0,1001.0,3.983,nan
236.2,81.6,0.0,1001.0,4.456,nan
77.7,82.9,0.0,1001.0,4.212,nan
93.5,82.0,0.0,1001.0,4.047,nan
145.2,81.5,0.0,1001.0,4.228,nan
62.93,82.0,0.0,1002.0,4.146,nan
56.79,80.0,0.0,1002.0,3.933,nan
226.2,80.2,0.0,1002.0,4.214,nan
192.1,78.4,0.0,1002.0,4.72,nan
203.3,78.12,0.0,1002.0,4.307,nan
198.1,77.91,0.0,1002.0,4.278,nan
177.2,77.64,0.0,1002.0,4.338,nan
189.9,79.57,0.0,1002.0,4.408,nan
120.7,80.0,0.0,1002.0,4.213,nan
72.35,81.4,0.0,1002.0,3.995,nan
44.85,82.6,0.0,1002.0,3.91,nan
54.09,82.8,0.0,1002.0,3.787,nan
35.15,83.7,0.0,1003.0,3.639,nan
17.86,82.7,0.0,1003.0,3.429,nan
16.73,82.7,0.0,1003.0,3.516,nan
12.79,83.4,0.0,1003.0,3.506,nan
11.2,84.8,0.0,1004.0,3.468,nan
3.158,84.7,0.0,1004.0,3.621,nan
2.31,84.0,0.0,1004.0,3.929,nan
2.686,83.4,0.0,1004.0,4.043,nan
2.729,83.8,0.0,1004.0,4.057,nan
2.672,83.8,0.0,1004.0,4.133,nan
2.708,84.6,0.0,1005.0,4.114,nan
2.543,84.4,0.0,1005.0,4.162,nan
2.581,84.4,0.0,1005.0,4.299,nan
2.397,83.5,0.0,1005.0,4.38,nan
2.351,82.5,0.0,1006.0,4.57,nan
2.593,82.6,0.0,1006.0,4.649,nan
2.569,83.1,0.0,1006.0,4.695,nan
2.63,82.6,0.0,1006.0,4.708,nan
2.793,82.2,0.0,1006.0,4.808,nan
2.774,81.5,0.0,1006.0,4.767,nan
2.979,80.9,0.0,1006.0,4.691,nan
2.948,80.4,0.0,1006.0,4.718,nan
2.835,81.2,0.0,1007.0,4.705,nan
3.437,82.2,0.0,1007.0,4.581,nan
2.971,82.3,0.0,1007.0,4.499,nan
2.808,81.7,0.0,1007.0,4.548,nan
2.783,81.4,0.0,1007.0,4.525,nan
2.837,81.2,0.0,1007.0,4.535,nan
2.859,81.8,0.0,1007.0,4.516,nan
3.249,82.8,0.0,1008.0,4.423,nan
4.056,84.2,0.0,1008.0,4.054,nan
4.316,84.6,0.0,1008.0,3.696,nan
3.633,84.7,0.0,1008.0,3.546,nan
3.309,85.5,0.0,1008.0,3.358,nan
2.954,85.5,0.0,1008.0,3.25,nan
3.633,84.6,0.0,1008.0,2.941,nan
3.239,84.6,0.0,1008.0,2.785,nan
2.707,84.3,0.0,1008.0,2.837,nan
3.451,85.4,0.0,1008.0,2.686,nan
3.209,86.0,0.0,1008.0,2.601,nan
2.985,87.0,0.0,1008.0,2.328,nan
2.781,87.5,0.0,1008.0,2.262,nan
2.684,87.7,0.0,1009.0,2.286,nan
3.313,87.9,0.0,1008.0,2.171,nan
2.734,87.3,0.0,1009.0,2.229,nan
1.956,84.0,0.0,1009.0,2.349,nan
1.676,81.1,0.0,1009.0,2.766,nan
2.287,79.57,0.0,1009.0,2.941,nan
2.613,79.33,0.0,1009.0,3.05,nan
2.654,78.65,0.0,1009.0,3.055,nan
3.417,81.4,0.0,1009.0,2.822,nan
3.31,80.9,0.0,1009.0,2.718,nan
2.61,80.2,0.0,1009.0,2.723,nan
2.998,80.3,0.0,1009.0,2.737,nan
2.689,79.97,0.0,1009.0,2.77,nan
4.356,83.1,0.0,1009.0,2.394,nan
5.072,83.3,0.0,1009.0,2.077,nan
4.451,85.1,0.0,1009.0,1.768,nan
4.023,85.3,0.0,1009.0,1.492,nan
3.81,85.5,0.0,1009.0,1.443,nan
3.189,89.2,0.0,1009.0,0.893,nan
2.301,89.6,0.0,1009.0,0.923,nan
1.759,87.3,0.0,1009.0,1.284,nan
2.644,85.2,0.0,1009.0,1.351,nan
1.427,81.2,0.0,1009.0,1.864,nan
2.838,82.6,0.0,1009.0,2.162,nan
4.009,83.3,0.0,1009.0,1.981,nan
5.464,85.3,0.0,1009.0,1.459,nan
3.99,85.8,0.0,1009.0,1.174,nan
3.797,86.4,0.0,1009.0,0.918,nan
2.921,85.2,0.0,1009.0,0.699,nan
2.773,84.5,0.0,1009.0,0.748,nan
1.457,81.8,0.0,1009.0,1.097,nan
2.587,82.4,0.0,1009.0,1.211,nan
2.788,82.3,0.0,1009.0,1.122,nan
3.096,80.5,0.0,1009.0,1.567,nan
4.423,81.3,0.0,1009.0,1.287,nan
3.825,82.3,0.0,1009.0,1.093,nan
3.366,82.3,0.0,1009.0,1.092,nan
3.77,83.8,0.0,1009.0,0.96,nan
3.016,84.2,0.0,1009.0,0.784,nan
2.32,83.1,0.0,1009.0,1.084,nan
1.83,82.1,0.0,1009.0,1.26,nan
3.907,82.3,0.0,1009.0,1.363,nan
5.217,83.7,0.0,1009.0,1.255,nan
7.802,81.6,0.0,1009.0,1.468,nan
11.33,82.5,0.0,1009.0,1.316,nan
20.61,81.7,0.0,1009.0,1.421,nan
31.0,82.1,0.0,1009.0,1.526,nan
37.76,85.0,0.0,1009.0,1.762,nan
87.0,81.9,0.0,1009.0,2.14,nan
96.2,82.4,0.0,1009.0,2.172,nan
85.2,81.4,0.0,1009.0,2.172,nan
88.7,81.2,0.0,1009.0,2.355,nan
84.2,82.1,0.0,1009.0,2.387,nan
41.65,84.0,0.0,1009.0,2.51,nan
41.29,86.1,0.0,1009.0,2.571,nan
43.06,85.0,0.0,1009.0,2.861,nan
43.01,85.7,0.0,1009.0,3.041,nan
42.69,82.3,0.0,1009.0,3.154,nan
69.84,83.2,0.0,1009.0,3.121,nan
53.0,82.6,0.0,1009.0,3.298,nan
43.83,87.5,0.0,1008.0,3.596,nan
34.78,83.3,0.0,1008.0,4.721,nan
40.21,83.6,0.0,1008.0,4.95,nan
46.52,84.0,0.0,1008.0,5.311,nan
41.59,85.0,0.0,1008.0,5.366,nan
39.33,86.9,0.0,1008.0,5.413,nan
40.59,86.3,0.0,1008.0,5.597,nan
35.67,86.4,0.0,1008.0,5.701,nan
35.23,88.1,0.0,1008.0,5.643,nan
28.64,88.1,0.0,1008.0,5.747,nan
24.75,87.8,0.0,1008.0,5.899,nan
23.63,88.2,0.0,1008.0,5.851,nan
19.56,88.4,0.0,1008.0,5.751,nan
21.19,89.1,0.0,1007.0,5.737,nan
24.39,88.2,0.0,1007.0,5.742,nan
21.93,88.5,0.0,1007.0,5.727,nan
25.12,87.7,0.0,1007.0,5.708,nan
29.2,87.2,0.0,1007.0,5.741,nan
9.85,87.6,0.0,1007.0,5.669,nan
9.37,88.2,0.0,1007.0,5.698,nan
6.637,89.1,0.0,1007.0,5.593,nan
5.293,89.5,0.0,1007.0,5.559,nan
5.05,89.5,0.0,1007.0,5.536,nan
3.726,90.2,0.0,1007.0,5.438,nan
3.721,90.7,0.0,1007.0,5.386,nan
3.425,91.4,0.0,1007.0,5.3,nan
2.821,91.6,0.0,1007.0,5.267,nan
2.952,92.0,0.0,1007.0,5.267,nan
2.795,92.4,0.0,1007.0,5.21,nan
2.87,92.5,0.0,1007.0,5.187,nan
2.931,92.3,0.0,1007.0,5.182,nan
2.684,91.7,0.0,1007.0,5.253,nan
2.757,92.0,0.0,1007.0,5.305,nan
2.509,90.7,0.0,1007.0,5.363,nan
2.506,89.2,0.0,1007.0,5.495,nan
2.72,88.8,0.0,1007.0,5.538,nan
2.908,89.1,0.0,1007.0,5.533,nan
3.1,89.5,0.0,1007.0,5.49,nan
2.891,90.2,0.0,1007.0,5.419,nan
2.863,90.6,0.0,1007.0,5.429,nan
2.935,90.7,0.0,1007.0,5.391,nan
2.757,89.8,0.0,1007.0,5.358,nan
2.565,88.4,0.0,1007.0,5.443,nan
2.942,88.1,0.0,1007.0,5.471,nan
2.656,87.6,0.0,1007.0,5.495,nan
2.73,87.7,0.0,1007.0,5.533,nan
3.04,88.4,0.0,1007.0,5.457,nan
3.01,88.7,0.0,1007.0,5.4,nan
3.121,88.7,0.0,1007.0,5.329,nan
2.952,88.5,0.0,1007.0,5.305,nan
3.064,88.5,0.0,1007.0,5.229,nan
2.718,88.3,0.0,1007.0,5.21,nan
2.613,87.9,0.0,1007.0,5.244,nan
2.746,87.4,0.0,1007.0,5.353,nan
2.855,86.6,0.0,1007.0,5.353,nan
3.128,87.7,0.0,1007.0,5.319,nan
2.77,87.5,0.0,1007.0,5.239,nan
2.72,87.3,0.0,1007.0,5.291,nan
2.636,87.1,0.0,1007.0,5.343,nan
2.756,87.0,0.0,1007.0,5.357,nan
2.642,86.5,0.0,1007.0,5.376,nan
2.715,86.1,0.0,1007.0,5.367,nan
2.903,86.6,0.0,1007.0,5.362,nan
2.811,87.2,0.0,1007.0,5.329,nan
3.233,87.8,0.0,1007.0,5.357,nan
3.373,88.5,0.0,1007.0,5.244,nan
2.675,87.8,0.0,1007.0,5.239,nan
2.62,88.0,0.0,1007.0,5.21,nan
3.086,88.4,0.0,1006.0,5.158,nan
2.949,88.8,0.0,1006.0,5.163,nan
2.742,88.6,0.0,1006.0,5.082,nan
2.739,87.9,0.0,1006.0,5.106,nan
2.729,87.5,0.0,1006.0,5.201,nan
2.695,87.0,0.0,1006.0,5.239,nan
2.741,86.9,0.0,1006.0,5.215,nan
2.691,86.4,0.0,1006.0,5.262,nan
2.798,87.0,0.0,1006.0,5.201,nan
2.97,87.4,0.0,1006.0,5.158,nan
3.214,88.3,0.0,1006.0,5.092,nan
2.96,88.6,0.0,1006.0,5.063,nan
2.715,88.7,0.0,1006.0,5.054,nan
2.712,88.8,0.0,1006.0,5.044,nan
2.564,88.4,0.0,1006.0,5.092,nan
3.042,88.9,0.0,1005.0,5.049,nan
2.711,88.7,0.0,1005.0,5.035,nan
3.213,89.2,0.0,1005.0,5.001,nan
3.241,89.4,0.0,1005.0,4.954,nan
3.797,89.7,0.0,1005.0,4.821,nan
2.397,90.3,0.0,1005.0,4.651,nan
2.591,91.2,0.0,1005.0,4.745,nan
2.844,92.7,0.2,1005.0,4.808,nan
3.042,93.4,0.0,1005.0,4.784,nan
3.219,93.5,0.2,1005.0,4.698,nan
3.232,93.1,0.0,1005.0,4.612,nan
2.895,92.7,0.0,1005.0,4.576,nan
3.175,92.1,0.0,1005.0,4.574,nan
3.616,91.4,0.0,1005.0,4.461,nan
3.477,91.3,0.0,1005.0,4.355,nan
2.421,91.9,0.0,1005.0,4.175,nan
3.853,91.1,0.0,1005.0,4.094,nan
4.299,91.5,0.0,1005.0,3.8,nan
4.89,92.2,0.0,1005.0,3.539,nan
6.892,92.2,0.0,1005.0,3.344,nan
10.92,93.2,0.0,1005.0,2.604,nan
14.56,94.2,0.0,1005.0,2.412,nan
23.77,94.7,0.0,1005.0,2.451,nan
26.6,93.7,0.0,1005.0,2.589,nan
49.47,92.5,0.0,1005.0,2.79,nan
90.7,88.9,0.0,1005.0,3.326,nan
96.9,86.8,0.0,1005.0,3.749,nan
102.6,85.3,0.0,1005.0,4.115,nan
72.9,84.9,0.0,1005.0,4.355,nan
127.5,84.7,0.0,1005.0,4.321,nan
153.0,83.4,0.0,1005.0,4.789,nan
160.7,83.8,0.0,1005.0,4.779,nan
166.8,82.7,0.0,1005.0,4.825,nan
186.9,82.5,0.0,1005.0,4.896,nan
161.9,81.7,0.0,1005.0,5.038,nan
106.8,81.5,0.0,1005.0,5.111,nan
44.45,82.2,0.0,1005.0,4.584,nan
65.05,81.6,0.0,1005.0,4.532,nan
84.1,81.2,0.0,1005.0,4.751,nan
68.73,80.4,0.0,1005.0,5.011,nan
75.2,79.74,0.0,1005.0,5.158,nan
85.1,79.06,0.0,1005.0,5.092,nan
83.8,80.1,0.0,1004.0,5.182,nan
80.5,81.5,0.0,1004.0,5.092,nan
85.0,80.6,0.0,1004.0,5.097,nan
71.49,81.5,0.0,1004.0,5.097,nan
88.7,81.1,0.0,1004.0,5.173,nan
96.9,80.8,0.0,1004.0,5.277,nan
80.8,82.1,0.0,1004.0,5.329,nan
50.52,82.0,0.0,1004.0,5.239,nan
52.74,81.4,0.0,1004.0,5.286,nan
49.99,81.2,0.0,1004.0,5.301,nan
56.15,81.5,0.0,1004.0,5.334,nan
53.6,81.4,0.0,1004.0,5.268,nan
46.28,81.3,0.0,1004.0,5.305,nan
43.56,81.0,0.0,1004.0,5.391,nan
29.45,81.6,0.0,1004.0,5.277,nan
22.48,81.9,0.0,1004.0,5.096,nan
17.75,82.9,0.0,1004.0,4.906,nan
12.2,83.7,0.0,1004.0,4.669,nan
5.754,83.6,0.0,1004.0,4.475,nan
3.828,83.9,0.0,1004.0,4.442,nan
2.815,83.0,0.0,1004.0,4.526,nan
3.18,83.7,0.0,1004.0,4.458,nan
3.18,84.4,0.0,1004.0,4.33,nan
3.048,85.0,0.0,1004.0,4.303,nan
3.074,85.7,0.0,1004.0,4.252,nan
3.863,86.3,0.0,1004.0,4.066,nan
2.494,87.7,0.0,1004.0,4.072,nan
2.08,88.0,0.0,1003.0,4.318,nan
2.46,88.3,0.0,1003.0,4.485,nan
2.693,88.6,0.0,1003.0,4.598,nan
2.926,88.9,0.0,1003.0,4.555,nan
2.494,89.0,0.0,1003.0,4.594,nan
2.852,89.3,0.0,1003.0,4.688,nan
3.385,90.6,0.0,1003.0,4.684,nan
2.654,90.9,0.0,1003.0,4.726,nan
2.746,90.8,0.0,1003.0,4.821,nan
2.897,90.8,0.0,1003.0,4.845,nan
2.104,89.4,0.0,1003.0,4.974,nan
2.828,88.3,0.0,1003.0,5.125,nan
3.037,88.5,0.0,1003.0,5.03,nan
2.47,88.2,0.0,1003.0,5.097,nan
1.987,87.1,0.0,1003.0,5.258,nan
2.613,86.3,0.0,1003.0,5.396,nan
3.089,86.3,0.0,1003.0,5.375,nan
2.973,87.0,0.0,1003.0,5.281,nan
3.308,87.9,0.0,1003.0,5.152,nan
2.77,87.7,0.0,1003.0,5.062,nan
2.701,88.6,0.0,1003.0,5.068,nan
2.67,91.8,0.0,1003.0,4.888,nan
1.541,92.1,0.0,1003.0,5.244,nan
2.483,91.5,0.0,1003.0,5.434,nan
2.33,92.2,0.0,1003.0,5.453,nan
2.285,92.8,0.0,1003.0,5.504,nan
2.403,91.8,0.0,1003.0,5.708,nan
2.517,91.4,0.0,1003.0,5.775,nan
2.456,91.1,0.0,1003.0,5.844,nan
2.775,91.3,0.0,1003.0,5.843,nan
3.808,90.9,0.0,1003.0,5.79,nan
3.375,89.5,0.0,1003.0,5.771,nan
3.094,89.2,0.0,1003.0,5.747,nan
2.172,87.9,0.0,1003.0,5.752,nan
2.466,87.3,0.0,1003.0,5.913,nan
2.278,86.6,0.0,1003.0,5.899,nan
3.546,85.9,0.0,1003.0,5.799,nan
3.792,87.2,0.0,1003.0,5.523,nan
3.301,87.1,0.0,1003.0,5.301,nan
3.389,88.2,0.0,1003.0,5.087,nan
3.126,88.0,0.0,1003.0,5.017,nan
3.066,85.8,0.0,1003.0,5.306,nan
3.57,86.0,0.0,1003.0,5.025,nan
2.857,87.8,0.0,1003.0,4.676,nan
2.575,87.9,0.0,1003.0,4.683,nan
1.592,88.9,0.0,1003.0,4.836,nan
1.638,87.5,0.0,1003.0,5.429,nan
2.152,88.8,0.0,1003.0,5.537,nan
2.702,88.9,0.0,1003.0,5.569,nan
4.183,89.0,0.0,1003.0,5.395,nan
3.867,89.0,0.0,1003.0,5.236,nan
2.212,88.8,0.0,1003.0,5.297,nan
1.931,87.5,0.0,1003.0,5.484,nan
1.6,87.1,0.0,1003.0,5.745,nan
1.908,86.9,0.0,1003.0,5.947,nan
2.075,86.3,0.0,1003.0,6.075,nan
2.324,85.9,0.0,1003.0,6.407,nan
2.626,86.2,0.0,1003.0,6.43,nan
2.579,85.6,0.0,1003.0,6.469,nan
3.645,85.0,0.0,1003.0,6.47,nan
3.359,86.1,0.0,1003.0,6.357,nan
4.937,89.9,0.0,1003.0,5.431,nan
3.543,90.0,0.0,1003.0,5.329,nan
3.436,90.9,0.0,1003.0,5.19,nan
3.41,91.7,0.0,1003.0,5.058,nan
3.162,92.2,0.0,1003.0,4.954,nan
2.44,89.7,0.0,1003.0,5.348,nan
3.57,89.7,0.0,1003.0,5.172,nan
2.759,89.5,0.0,1003.0,5.192,nan
2.205,87.9,0.0,1003.0,5.43,nan
2.588,86.9,0.0,1003.0,5.625,nan
6.378,85.3,0.0,1003.0,5.747,nan
6.96,84.2,0.0,1003.0,6.07,nan
9.6,85.6,0.0,1003.0,5.894,nan
16.0,85.7,0.0,1003.0,5.766,nan
31.68,84.5,0.0,1004.0,6.089,nan
51.53,83.0,0.0,1004.0,6.445,nan
65.24,83.5,0.0,1004.0,6.478,nan
69.64,82.2,0.0,1004.0,6.449,nan
65.2,81.4,0.0,1004.0,6.516,nan
82.9,80.4,0.0,1004.0,6.637,nan
180.3,73.63,0.0,1004.0,7.304,nan
163.6,71.32,0.0,1004.0,7.631,nan
158.2,70.24,0.0,1004.0,7.692,nan
180.9,69.45,0.0,1004.0,7.858,nan
128.6,68.2,0.0,1004.0,8.05,nan
109.2,72.81,0.0,1003.0,7.676,nan
124.5,72.54,0.0,1003.0,7.594,nan
135.0,71.48,0.0,1003.0,7.592,nan
136.8,70.84,0.0,1003.0,7.63,nan
142.3,70.43,0.0,1003.0,7.658,nan
122.5,69.18,0.0,1003.0,7.781,nan
101.0,68.6,0.0,1003.0,7.624,nan
86.8,69.42,0.0,1003.0,7.55,nan
87.3,72.23,0.0,1003.0,7.452,nan
94.1,71.25,0.0,1003.0,7.413,nan
109.1,70.4,0.0,1003.0,7.503,nan
115.7,71.79,0.0,1003.0,7.52,nan
100.9,72.91,0.0,1003.0,7.596,nan
80.5,72.19,0.0,1004.0,7.529,nan
75.47,72.06,0.0,1004.0,7.472,nan
75.28,72.67,0.0,1004.0,7.282,nan
72.19,73.14,0.0,1004.0,7.168,nan
58.9,72.23,0.0,1004.0,7.106,nan
52.32,72.23,0.0,1004.0,7.093,nan
39.56,72.77,0.0,1004.0,6.969,nan
24.96,74.57,0.0,1004.0,6.73,nan
21.1,76.19,0.0,1004.0,6.509,nan
16.75,77.28,0.0,1004.0,6.288,nan
12.46,78.88,0.0,1004.0,6.125,nan
8.17,79.59,0.0,1004.0,5.805,nan
4.869,79.63,0.0,1004.0,5.447,nan
4.479,80.4,0.0,1004.0,5.348,nan
3.638,82.2,0.0,1004.0,5.018,nan
3.04,83.4,0.0,1004.0,4.823,nan
2.232,82.3,0.0,1004.0,4.897,nan
4.458,83.9,0.0,1004.0,4.706,nan
4.135,83.7,0.0,1004.0,4.408,nan
2.278,83.1,0.0,1004.0,4.575,nan
2.94,84.4,0.0,1004.0,4.583,nan
1.469,81.8,0.0,1004.0,4.862,nan
2.781,82.9,0.0,1004.0,5.088,nan
3.066,83.6,0.0,1004.0,4.893,nan
2.121,83.9,0.0,1004.0,4.928,nan
3.03,84.3,0.0,1004.0,4.981,nan
2.289,82.5,0.0,1004.0,5.217,nan
2.846,82.9,0.0,1004.0,5.215,nan
2.527,83.7,0.0,1004.0,5.236,nan
2.813,84.8,0.0,1004.0,5.145,nan
2.622,85.3,0.0,1004.0,5.182,nan
2.898,85.4,0.0,1004.0,5.15,nan
2.812,84.8,0.0,1004.0,5.054,nan
2.633,83.5,0.0,1004.0,5.13,nan
3.55,84.9,0.0,1004.0,5.105,nan
3.947,86.1,0.0,1004.0,4.792,nan
4.434,85.8,0.0,1004.0,4.627,nan
3.648,86.1,0.0,1004.0,4.546,nan
2.481,87.0,0.0,1004.0,4.386,nan
